Obs,PhoneType,Email,NumberofCampaigns,ProdActive,ProdBought,Socieconomic Status,Province,Right Address,Living Area (m^2),Estimated number of cars,Probability of Second Residence,Number of Mobile Phones,Number of Fixed Lines,ADSL,3G Devices,Type of House,House Price_imp,Income_imp,House Insurance_imp,Pension Plan_imp,Credit_imp,Savings_imp,tenureYrs,tenureYrs_z,tenureGrp,ageYrs,ageGrp,builtYrs,builtYrs_z,builtYrsGrp,livingArea_z,livingAreaGrp,HousePrice_imp_z,HousePrice_impGrp,HouseInsurance_imp_z,HouseInsurance_impGrp,Income_imp_z,Income_impGrp,PensionPlan_imp_z,PensionPlan_impGrp,Savings_imp_z,Savings_impGrp,Credit_imp_z,Credit_impGrp
9476,MOBILE PHONE,0,2,0,0,Medium,ZA,Right,81.673,None,Low,3.0,0.0,1.0,1.0,Urban,206769.154995,50762.94111,8288.3394,28469.431496000005,9921.486762,0.0,7,0.8450980400142568,up_10yrs,43.0,40-55yrs,50.0,1.6989700043360187,40-50yrs,4.41489306746548,up_100m2,5.3154857529200505,100-250k,3.918467526731416,7.5-10k,4.705546776362788,40-60k,4.454378794838727,25-50k,0.0,up_25k,3.9965767572500144,up_25k
9477,FIXED / LAND PHONE,0,2,0,0,Low,MA,Right,200.732,One,Low,1.0,2.0,0.0,1.0,Urban,260213.32759499995,71100.77751,9072.5274,45559.309096,17189.753561999998,63465.90732000001,8,0.9030899869919435,up_10yrs,62.0,55-65yrs,35.0,1.5440680443502757,30-40yrs,5.306940083838922,200-300m2,5.415329536471285,250-500k,3.9577282884902116,7.5-10k,4.8518743499063675,60-80k,4.658577129409041,25-50k,11.058273904470827,50-100k,4.235269650542159,up_25k
9478,FIXED / LAND PHONE,0,2,0,0,Medium,BA,Right,281.13200000000006,two,Low,0.0,2.0,1.0,0.0,Urban,490706.814195,134397.83511,17210.723400000006,85948.892296,23386.099962,76783.49532,7,0.8450980400142568,10-15yrs,56.0,55-65yrs,27.0,1.4313637641589874,20-30yrs,5.642375046526838,200-300m2,5.690822088848532,250-500k,4.235799124948453,>10k,5.12839227312738,>100k,4.934240283898758,50-100k,11.248758014900309,50-100k,4.368957801706241,up_25k
9479,MOBILE PHONE,0,6,0,1,Medium,MA,Right,136.27800000000002,None,Low,1.0,1.0,0.0,1.0,Urban,154457.95189499998,42058.72251,3843.5634,27027.752296,12299.740962,0.0,9,0.9542425094393249,10-15yrs,58.0,55-65yrs,42.0,1.6232492903979006,40-50yrs,4.922008066868958,100-200m2,5.188810271816628,100-250k,3.5847340491995,2.5-5k,4.623856077306949,40-60k,4.431809930048213,25-50k,0.0,up_25k,4.089895965101298,up_25k
9480,MOBILE PHONE,0,2,0,0,Medium,BA,Right,109.07600000000001,One,Low,3.0,1.0,0.0,1.0,Urban,202008.904695,55116.946710000004,7017.4674,35360.140296000005,16123.933962000001,49080.44232000001,7,0.8450980400142568,20-25yrs,39.0,up_40yrs,49.0,1.6901960800285136,40-50yrs,4.701171036315519,100-200m2,5.305370513875656,100-250k,3.846180403774165,5-7.5k,4.741285151139652,40-60k,4.548513979464841,25-50k,10.801236285516119,25-50k,4.207471010766196,up_25k
9481,MOBILE PHONE,0,4,0,1,Very High,LA,Right,30.6458,None,Low,3.0,2.0,1.0,0.0,Urban,81402.917895,21996.68751,2759.1354,14226.249896000001,6424.424561999997,0.0,8,0.9030899869919435,up_10yrs,39.0,up_40yrs,16.0,1.2041199826559248,10-20yrs,3.454605438362772,up_100m2,4.910639972493441,up_100k,3.440773013284544,2.5-5k,4.342357285165738,up_25k,4.153090433175318,up_25k,0.0,up_25k,3.807834233833684,up_25k
9482,FIXED / LAND PHONE,1,16,0,3,Medium,BA,Right,119.4342,One,Low,3.0,0.0,1.0,0.0,Urban,272056.19629500003,74353.01391000001,6448.9374,47634.540296,21757.333962,66392.89632000001,70,1.845098040014257,up_10yrs,46.0,40-55yrs,60.0,1.7781512503836436,50-60yrs,4.791103545695408,100-200m2,5.434658621754813,250-500k,3.809488161250178,5-7.5k,4.871298577403405,60-80k,4.677921978352312,25-50k,11.103360408347791,50-100k,4.337605677950433,up_25k
9483,FIXED / LAND PHONE,0,22,0,4,Very High,LA,Right,195.3452,None,Low,0.0,2.0,1.0,1.0,Urban,159282.31819499994,43383.56211,5508.8874,27873.131496000005,9962.002962,0.0,22,1.3424226808222062,up_10yrs,46.0,40-55yrs,16.0,1.2041199826559248,10-20yrs,5.279874334583114,100-200m2,5.202167567787623,100-250k,3.741063895615575,5-7.5k,4.63732520791803,40-60k,4.445185763655312,25-50k,0.0,up_25k,3.99834666652506,up_25k
9484,MOBILE PHONE,0,2,0,0,Medium,MU,Right,147.57420000000005,None,Low,1.0,0.0,0.0,1.0,Urban,93878.218395,25422.58971,3199.6134,22472.181096000004,7427.710962,0.0,8,0.9030899869919435,>25yrs,49.0,40-55yrs,12.0,1.0791812460476249,10-20yrs,5.001084496752278,100-200m2,4.97256483903731,up_100k,3.5050975069481485,2.5-5k,4.405219788526264,25-40k,4.351645226045631,up_25k,0.0,up_25k,3.870854995491708,up_25k
9485,FIXED / LAND PHONE,0,2,0,0,Low,CA,Wrong,139.14560000000003,None,Low,3.0,2.0,1.0,1.0,Urban,72069.734295,29678.403510000004,6761.9574,32631.257095999998,6053.259762000002,68639.24232,7,0.8450980400142568,up_10yrs,66.0,65-75yrs,58.0,1.7634279935629373,50-60yrs,4.942681882183967,100-200m2,4.85775292091572,up_100k,3.830072430404431,5-7.5k,4.472440535237526,25-40k,4.51363380499657,25-50k,11.136634264458642,50-100k,3.78198931108133,up_25k
9486,MOBILE PHONE,0,2,0,0,Low,GR,Right,62.176,None,Low,0.0,2.0,1.0,0.0,Urban,129657.64909500002,35248.17051,4462.9074,22681.97149600001,10305.222162000002,0.0,8,0.9030899869919435,>25yrs,45.0,40-55yrs,27.0,1.4313637641589874,20-30yrs,4.14592448219528,up_100m2,5.112798142869808,100-250k,3.6496178758420452,2.5-5k,4.547136580674061,25-40k,4.355680800336493,up_25k,0.0,up_25k,4.01305735882175,up_25k
9487,FIXED / LAND PHONE,0,6,0,0,Medium,BA,Right,120.4124,None,Low,0.0,2.0,0.0,0.0,Urban,180506.469195,49212.04491,4307.5494,31592.221095999997,14394.627762,43766.03232000001,17,1.2304489213782739,15-20yrs,69.0,65-75yrs,57.0,1.7558748556724915,50-60yrs,4.799193015089687,100-200m2,5.256492771257436,100-250k,3.634230266740933,2.5-5k,4.692071411664385,40-60k,4.499580160119371,25-50k,10.686636126195648,25-50k,4.15820043871743,up_25k
9488,MOBILE PHONE,0,4,0,1,High,AL,Right,78.0014,None,Low,3.0,0.0,0.0,0.0,Urban,56713.99909500001,47113.64091,5988.4614,30253.23949600001,13780.095162,23164.51932,8,0.9030899869919435,up_10yrs,75.0,65-75yrs,26.0,1.414973347970818,20-30yrs,4.369465573828984,up_100m2,4.753690271931677,up_100k,3.7773152545558113,5-7.5k,4.673146667516146,40-60k,4.480771885431779,25-50k,10.050420215902937,up_25k,4.13925221671448,up_25k
9489,MOBILE PHONE,0,2,0,0,Very High,BA,Right,176.61200000000005,One,Low,1.0,1.0,1.0,1.0,Rustic,258606.332595,70659.47511000001,9015.791400000002,45277.74829600001,25917.636762000002,63068.71032000001,7,0.8450980400142568,up_10yrs,72.0,65-75yrs,32.0,1.505149978319906,30-40yrs,5.1796013958430525,100-200m2,5.412639155414412,250-500k,3.9550038548041373,7.5-10k,4.8491704069782875,60-80k,4.655884820853853,25-50k,11.051995906655236,50-100k,4.41359539889556,25-50k
9490,FIXED / LAND PHONE,0,2,0,0,Medium,LE,Right,1003.3919999999999,Three,High,2.0,2.0,1.0,0.0,Urban,1484425.230795,407288.19411,52296.6114,260078.890696,119259.77836199998,381078.70632,8,0.9030899869919435,up_10yrs,49.0,40-55yrs,120.0,2.0791812460476247,>60yrs,6.912137662297508,>900m2,6.171558327448451,>1MM,4.718473549326955,>10k,5.609901821558645,>100k,5.415105104113288,250-500k,12.850763835168587,250-500k,5.076493997897111,100-250k
9491,MOBILE PHONE,0,2,0,1,Very High,ZA,Right,8.736799999999999,None,Low,0.0,2.0,0.0,0.0,Urban,129024.784395,35074.378710000005,4440.5514,22571.073096,10254.324762,0.0,7,0.8450980400142568,up_10yrs,73.0,65-75yrs,44.0,1.6434526764861874,40-50yrs,2.27591252157821,up_100m2,5.110673142021082,100-250k,3.6474369014454218,2.5-5k,4.544989986893316,25-40k,4.353552207220993,up_25k,0.0,up_25k,4.010907067747549,up_25k
9492,MOBILE PHONE,0,4,0,0,High,CA,Right,143.4738,two,Low,2.0,0.0,0.0,1.0,Rustic,332635.89469499997,90989.12151,11629.5894,91708.748296,26629.339362,57607.85232000001,10,1.0,up_10yrs,54.0,40-55yrs,28.0,1.4471580313422192,20-30yrs,4.973098176234064,100-200m2,5.521969112071839,250-500k,4.065564381584666,>10k,4.958989471984923,80-100k,4.962410765936756,50-100k,10.961431520986594,50-100k,4.425360392312135,25-50k
9493,MOBILE PHONE,0,2,0,0,Medium,BA,Right,63.9448,One,Low,3.0,1.0,1.0,1.0,Rustic,273702.725595,74805.16491,9548.807400000003,47923.069096,21889.755762,61900.85232000001,8,0.9030899869919435,20-25yrs,47.0,40-55yrs,31.0,1.4913616938342726,30-40yrs,4.1735376783256735,up_100m2,5.437279122236483,250-500k,3.979949133684076,7.5-10k,4.873931584688977,60-80k,4.680544623420815,25-50k,11.033305382619146,50-100k,4.340240915893769,up_25k
9494,FIXED / LAND PHONE,0,6,0,0,Low,MA,Right,200.732,One,Low,1.0,0.0,1.0,1.0,Urban,295763.48509499995,80863.39611,10327.721400000002,51788.808295999996,25525.365162000002,72252.24732000001,9,0.9542425094393249,10-15yrs,40.0,up_40yrs,35.0,1.5440680443502757,30-40yrs,5.306940083838922,200-300m2,5.470944555054264,250-500k,4.014004513914191,>10k,4.907751976929151,80-100k,4.71423591765188,50-100k,11.187932550570192,50-100k,4.406971963754334,25-50k
9495,MOBILE PHONE,0,2,0,0,Medium,LA,Right,127.8896,None,Low,1.0,0.0,1.0,0.0,Urban,130323.636495,35431.07211,1334.1474,22798.658696,10358.776362,0.0,8,0.9030899869919435,10-15yrs,76.0,>75yrs,20.0,1.3010299956639813,10-20yrs,4.858956223990351,100-200m2,5.11502318983696,100-250k,3.125203814190899,up_2.5k,4.549384293863305,25-40k,4.357909297085497,up_25k,0.0,up_25k,4.015308457087095,up_25k
9496,MOBILE PHONE,0,2,0,0,Medium,HU,Right,91.92399999999999,None,Low,1.0,2.0,1.0,0.0,Urban,268415.940195,25375.52871,9156.3714,30012.789896,8325.389562,43426.750320000014,8,0.9030899869919435,up_10yrs,45.0,40-55yrs,120.0,2.0791812460476247,>60yrs,4.531781954758718,up_100m2,5.428808303349292,250-500k,3.961723400177612,7.5-10k,4.404415099726922,25-40k,4.477306367971376,25-50k,10.678853924049042,25-50k,3.920404564180598,up_25k
9497,MOBILE PHONE,0,2,0,0,Very High,GR,Right,64.56120000000001,One,Low,1.0,2.0,0.0,1.0,Urban,216348.705495,59054.87511,7523.7714,37872.908296000016,17277.181962,52624.59732,8,0.9030899869919435,10-15yrs,55.0,40-55yrs,40.0,1.6020599913279623,30-40yrs,4.182984057551923,up_100m2,5.335154300976573,100-250k,3.8764355916063065,7.5-10k,4.771255755395395,40-60k,4.578328656280257,25-50k,10.870957921419079,50-100k,4.237472907230953,up_25k
9498,MOBILE PHONE,0,2,0,0,Low,CO,Right,131.05200000000002,None,Low,3.0,2.0,1.0,0.0,Urban,41043.767895,10913.437710000002,1334.1474,7154.051495999999,3178.602162,0.0,7,0.8450980400142568,>25yrs,71.0,65-75yrs,68.0,1.8325089127062364,>60yrs,4.88319578440656,100-200m2,4.613247222983229,up_100k,3.125203814190899,up_2.5k,4.037961573990372,up_25k,3.8545520619449256,up_25k,0.0,up_25k,3.50223617445134,up_25k
9499,MOBILE PHONE,0,2,0,0,Very High,BA,Right,79.12700000000002,None,Low,0.0,2.0,1.0,1.0,Urban,113596.661295,22581.84411,2834.3754,14599.627496,6595.788162,0.0,7,0.8450980400142568,10-15yrs,38.0,up_40yrs,60.0,1.7781512503836436,50-60yrs,4.383612875927754,up_100m2,5.055365567268784,100-250k,3.4524573700298142,2.5-5k,4.35375940499792,up_25k,4.164341775065567,up_25k,0.0,up_25k,3.8192666988900323,up_25k
9500,MOBILE PHONE,0,2,0,0,Low,MA,Right,386.6838,One,Low,0.0,1.0,1.0,0.0,Rustic,317673.256095,86880.16071000001,11101.307400000005,55628.06909600001,25426.005762,49878.18432000001,8,0.9030899869919435,up_10yrs,43.0,40-55yrs,48.0,1.6812412373755872,40-50yrs,5.96019005891865,300-400m2,5.501980654489546,250-500k,4.045374128621761,>10k,4.9389206155988425,80-100k,4.745293985421574,50-100k,10.817359046813431,25-50k,4.405278141073545,25-50k
9501,MOBILE PHONE,0,2,0,0,Medium,CO,Right,131.05200000000002,None,Low,3.0,2.0,0.0,1.0,Rustic,41043.767895,10913.437710000002,9702.9774,7154.051495999999,3178.602162,0.0,7,0.8450980400142568,>25yrs,46.0,40-55yrs,68.0,1.8325089127062364,>60yrs,4.88319578440656,100-200m2,4.613247222983229,up_100k,3.9869050198310227,7.5-10k,4.037961573990372,up_25k,3.8545520619449256,up_25k,0.0,up_25k,3.50223617445134,up_25k
9502,FIXED / LAND PHONE,0,2,0,0,Low,A ,Right,164.7396,two,Low,3.0,0.0,0.0,0.0,Urban,544815.9796949999,149257.04030999998,19121.1894,38392.077895999995,43693.522962,133806.52332,7,0.8450980400142568,up_10yrs,50.0,40-55yrs,88.0,1.9444826721501687,>60yrs,5.110417881999377,100-200m2,5.736249837141852,500-750k,4.281514903305714,>10k,5.173934825534549,>100k,4.5842416180915,25-50k,11.80415765319717,100-250k,4.640417062820661,25-50k
9503,FIXED / LAND PHONE,0,2,0,0,Medium,CA,Right,61.372,None,Low,2.0,0.0,1.0,1.0,Rustic,123691.830795,33609.86811,4252.2714,21636.557096000004,9825.423762,0.0,7,0.8450980400142568,>25yrs,67.0,65-75yrs,20.0,1.3010299956639813,10-20yrs,4.133116456722639,up_100m2,5.092341017674321,100-250k,3.6286209754563576,2.5-5k,4.526466808238249,25-40k,4.335188155086716,up_25k,0.0,up_25k,3.9923512901955043,up_25k
9504,FIXED / LAND PHONE,0,4,0,0,Very High,GI,Right,71.0602,None,Low,1.0,0.0,0.0,1.0,Urban,298693.77349500003,24062.57091,3024.7614,15544.488296000001,7029.4369620000025,0.0,10,1.0,up_10yrs,60.0,55-65yrs,61.0,1.7853298350107671,>60yrs,4.277501880780986,up_100m2,5.475226169490812,250-500k,3.4806911222115393,2.5-5k,4.381342026677047,up_25k,4.191576430214444,up_25k,0.0,up_25k,3.846920540654377,up_25k
9505,FIXED / LAND PHONE,0,2,0,0,Medium,AL,Right,87.3144,None,Low,1.0,1.0,1.0,1.0,Urban,96401.089395,34728.84891,3288.6954,16854.365096,7630.611761999998,0.0,8,0.9030899869919435,up_10yrs,39.0,up_40yrs,41.0,1.6127838567197355,40-50yrs,4.480903174721451,up_100m2,4.98408194174063,up_100k,3.517023650854139,2.5-5k,4.540690388829913,25-40k,4.226712397290266,up_25k,0.0,up_25k,3.8825593576416826,up_25k
9506,FIXED / LAND PHONE,0,6,0,1,Medium,SE,Right,143.5542,None,Low,3.0,2.0,1.0,0.0,Urban,216276.212295,249426.73791,2555.7354,19491.645896,11950.076561999998,133274.02932,12,1.0791812460476249,up_10yrs,53.0,40-55yrs,42.0,1.6232492903979006,40-50yrs,4.973654523730319,100-200m2,5.335008755051058,100-250k,3.4075158885050043,2.5-5k,5.396943006898551,>100k,4.289848512969358,up_25k,11.800170161687186,100-250k,4.077370687740023,up_25k
9507,MOBILE PHONE,0,2,0,0,Medium,BA,Right,1369.2120000000002,Three,High,2.0,1.0,0.0,0.0,Rustic,1346545.2352949998,369424.22391,47428.4034,235918.10109600003,108171.05776199998,40031.20332,7,0.8450980400142568,up_10yrs,47.0,40-55yrs,84.0,1.9242792860618816,>60yrs,7.222720751376019,>900m2,6.129220947505436,>1MM,4.676038505081121,>10k,5.567525369624841,>100k,5.37276126392299,100-250k,10.59743949219059,25-50k,5.034111076522414,100-250k
9508,FIXED / LAND PHONE,0,2,0,0,Medium,SA,Right,171.252,None,Low,1.0,0.0,1.0,0.0,Urban,152314.50019499994,84405.44511,3911.0994,34279.564296000004,8756.504561999998,38173.14432,8,0.9030899869919435,20-25yrs,37.0,up_40yrs,62.0,1.792391689498254,>60yrs,5.14895852085684,100-200m2,5.182741249724187,100-250k,3.5922988536209957,2.5-5k,4.926370464456782,80-100k,4.535035293267336,25-50k,10.549913715166335,25-50k,3.9423307782703816,up_25k
9509,MOBILE PHONE,0,2,0,0,Very High,SA,Right,95.36780000000002,None,Low,1.0,1.0,0.0,1.0,Urban,439410.246795,53649.84051,5159.669400000002,61499.25229600001,19264.615962,77678.59932000001,8,0.9030899869919435,20-25yrs,64.0,55-65yrs,13.0,1.1139433523068367,10-20yrs,4.568172120921493,up_100m2,5.642870180200873,250-500k,3.7126218755893414,5-7.5k,4.729568435235244,40-60k,4.788869835682811,50-100k,11.260347944867455,50-100k,4.28476035582259,up_25k
9510,FIXED / LAND PHONE,0,2,0,0,Low,LE,Wrong,155.172,None,Low,3.0,1.0,1.0,0.0,Urban,193914.856395,48830.13891,11198.7954,36516.292296000014,13977.067362000002,0.0,13,1.1139433523068367,up_10yrs,50.0,40-55yrs,17.0,1.2304489213782739,10-20yrs,5.050957963974708,100-200m2,5.28761108294775,100-250k,4.049171310235511,>10k,4.68868795974922,40-60k,4.562486674745802,25-50k,0.0,up_25k,4.145416058240388,up_25k
9511,MOBILE PHONE,0,2,0,0,Medium,BA,Right,73.432,None,Low,2.0,1.0,0.0,1.0,Urban,217261.644795,23931.74511,4973.8014,26485.481096000003,7606.429962,0.0,8,0.9030899869919435,>25yrs,75.0,65-75yrs,52.0,1.7160033436347992,50-60yrs,4.309885956896199,up_100m2,5.336983063070896,100-250k,3.696688440241105,2.5-5k,4.378974368651456,up_25k,4.42300786609323,25-50k,0.0,up_25k,3.8811808707529716,up_25k
9512,FIXED / LAND PHONE,0,2,0,0,Very High,CO,Right,131.05200000000002,None,Low,2.0,2.0,1.0,0.0,Urban,41043.767895,10913.437710000002,5374.3194,7154.051495999999,3178.602162,0.0,7,0.8450980400142568,20-25yrs,47.0,40-55yrs,68.0,1.8325089127062364,>60yrs,4.88319578440656,100-200m2,4.613247222983229,up_100k,3.7303234733244492,5-7.5k,4.037961573990372,up_25k,3.8545520619449256,up_25k,0.0,up_25k,3.50223617445134,up_25k
9513,FIXED / LAND PHONE,0,2,0,0,Low,BA,Right,122.8244,None,Low,0.0,1.0,1.0,1.0,Urban,197378.032995,45888.71931,16614.6174,37483.182695999996,8339.386962,0.0,8,0.9030899869919435,up_10yrs,43.0,40-55yrs,13.0,1.1139433523068367,10-20yrs,4.818864432914409,100-200m2,5.29529881662178,100-250k,4.220490344833392,>10k,4.661705937311977,40-60k,4.573836459713774,25-50k,0.0,up_25k,3.9211341263204575,up_25k
9514,MOBILE PHONE,0,2,1,1,Medium,BA,Right,89.59240000000001,None,Low,3.0,0.0,0.0,1.0,Urban,167635.76719499993,37142.49231,5803.817400000001,29336.893896000005,13359.533562,40585.000320000014,7,0.8450980400142568,up_10yrs,55.0,40-55yrs,48.0,1.6812412373755872,40-50yrs,4.50637032432066,up_100m2,5.224366686359715,100-250k,3.763713740185428,5-7.5k,4.569871042111469,25-40k,4.467414130119498,25-50k,10.611178466421407,25-50k,4.125791295341187,up_25k
9515,MOBILE PHONE,0,2,0,0,Medium,BA,Right,691.172,Three,High,0.0,0.0,0.0,0.0,Rustic,1629084.311595,447013.80171,57404.2014,285427.617096,130893.708762,0.0,8,0.9030899869919435,up_10yrs,56.0,55-65yrs,120.0,2.0791812460476247,>60yrs,6.539834479646309,600-700m2,6.211943561357582,>1MM,4.758943679472224,>10k,5.650320932335425,>100k,5.455495991806418,250-500k,0.0,up_25k,5.116918773245884,100-250k
9516,MOBILE PHONE,0,2,0,0,Medium,BA,Right,142.71,None,Low,3.0,2.0,1.0,0.0,Urban,527200.284195,31903.979309999995,6938.4474,13117.962696,10240.032162000001,11191.828320000002,8,0.9030899869919435,20-25yrs,75.0,65-75yrs,27.0,1.4313637641589874,20-30yrs,4.9677973800861555,100-200m2,5.721975635698789,500-750k,3.8412623002749378,5-7.5k,4.503844854988014,25-40k,4.117866391549673,up_25k,9.32302852361386,up_25k,4.0103013206786,up_25k
9517,MOBILE PHONE,0,2,0,0,Medium,SA,Wrong,165.222,None,Low,1.0,0.0,1.0,0.0,Urban,363861.170595,95377.10931,4134.2454,82370.073896,18062.782962,0.0,8,0.9030899869919435,20-25yrs,55.0,40-55yrs,22.0,1.3424226808222062,20-30yrs,5.113324244298914,100-200m2,5.5609357123708385,250-500k,3.6163962518516803,2.5-5k,4.979444155697553,80-100k,4.915769455598965,50-100k,0.0,up_25k,4.256784663581461,up_25k
9518,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,86.83200000000002,None,Low,0.0,1.0,1.0,1.0,Rustic,153804.78769499998,29252.68731,5315.4774,26913.262696000005,12247.195362000002,0.0,7,0.8450980400142568,up_10yrs,48.0,40-55yrs,56.0,1.7481880270062005,50-60yrs,4.475425898932431,up_100m2,5.186969854562662,100-250k,3.7255422759853363,5-7.5k,4.46616576888983,25-40k,4.42996635049418,25-50k,0.0,up_25k,4.088036645577005,up_25k
9519,MOBILE PHONE,0,2,0,0,Medium,BA,Right,114.0876,two,Low,2.0,1.0,1.0,0.0,Urban,377334.867195,103264.15491,13207.8114,66082.641896,30224.186562,92412.93132,8,0.9030899869919435,up_10yrs,37.0,up_40yrs,60.0,1.7781512503836436,50-60yrs,4.745693577517682,100-200m2,5.576726937537989,250-500k,4.120830858821963,>10k,5.013949595223925,>100k,4.820087397174301,50-100k,11.434033018126312,50-100k,4.480354621314824,25-50k
9520,MOBILE PHONE,0,2,1,1,Medium,BA,Right,62.2698,None,Low,2.0,1.0,1.0,0.0,Urban,169720.41469499998,46250.02431,5877.4194000000025,29702.177896000005,13527.182561999998,41100.214320000014,8,0.9030899869919435,>25yrs,48.0,40-55yrs,70.0,1.845098040014257,>60yrs,4.147408122098004,up_100m2,5.229734084251366,100-250k,3.769186682139767,5-7.5k,4.665111965349562,40-60k,4.472788294890856,25-50k,10.62379294554665,25-50k,4.131207351276635,up_25k
9521,FIXED / LAND PHONE,0,2,0,0,Medium,TA,Right,69.8006,None,Low,2.0,2.0,0.0,0.0,Urban,182471.893695,40318.246709999985,5114.7774,25917.160296000005,11790.028962,0.0,8,0.9030899869919435,15-20yrs,60.0,55-65yrs,48.0,1.6812412373755872,40-50yrs,4.2598674752400365,up_100m2,5.261195979185906,100-250k,3.708826737548607,5-7.5k,4.605501638002743,40-60k,4.413587414816665,25-50k,0.0,up_25k,4.071514871933201,up_25k
9522,FIXED / LAND PHONE,0,4,0,0,Medium,LE,Right,127.702,None,Low,1.0,0.0,1.0,1.0,Urban,123034.442895,33429.347910000004,5863.0734,21521.370696000005,9772.558362,0.0,13,1.1139433523068367,up_10yrs,70.0,65-75yrs,37.0,1.568201724066995,30-40yrs,4.857499654496876,100-200m2,5.090026707092112,100-250k,3.7681253311650864,5-7.5k,4.52412790510436,25-40k,4.332869928088771,up_25k,0.0,up_25k,3.9900082727311834,up_25k
9523,FIXED / LAND PHONE,0,2,0,0,Medium,CA,Right,281.802,two,Low,1.0,0.0,0.0,1.0,Urban,547471.3297949999,149986.24010999998,19214.9334,95895.765896,8760.981762000001,134462.81232,8,0.9030899869919435,20-25yrs,57.0,55-65yrs,90.0,1.954242509439325,>60yrs,5.644747006133195,200-300m2,5.7383613807946245,500-750k,4.283638883514777,>10k,5.176051418266313,>100k,4.981799432107078,50-100k,11.809050388439776,100-250k,3.942552776251228,up_25k
9524,MOBILE PHONE,0,4,0,0,Very High,MA,Right,75.9378,None,Low,2.0,2.0,1.0,0.0,Urban,156318.35719500002,42333.71751,5373.9054000000015,27203.185096000005,12380.256762,0.0,12,1.0791812460476249,up_10yrs,69.0,65-75yrs,55.0,1.7403626894942439,50-60yrs,4.342997303205957,up_100m2,5.194009982244098,100-250k,3.7302900170246525,5-7.5k,4.626686407457933,40-60k,4.434619756557494,25-50k,0.0,up_25k,4.092729651886313,up_25k
9525,FIXED / LAND PHONE,1,24,0,3,Very High,SE,Wrong,73.9546,None,Low,3.0,0.0,1.0,1.0,Urban,320483.58439499995,64887.16311,1334.1474,32634.741096000005,24699.739962,40031.20332,18,1.255272505103306,up_10yrs,69.0,65-75yrs,60.0,1.7781512503836436,50-60yrs,4.316882596914784,up_100m2,5.505805789270595,250-500k,3.125203814190899,up_2.5k,4.812158787063591,60-80k,4.513680171619875,25-50k,10.59743949219059,25-50k,4.39269238104659,up_25k
9526,FIXED / LAND PHONE,0,2,0,0,Low,CA,Right,347.23420000000016,None,Low,3.0,1.0,0.0,1.0,Rustic,94795.568595,25674.51411,3231.9954,16573.018696000006,7501.486362000002,80989.12332000001,8,0.9030899869919435,20-25yrs,42.0,40-55yrs,34.0,1.5314789170422551,30-40yrs,5.852875241925008,300-400m2,4.9767880358642165,up_100k,3.5094707339849625,2.5-5k,4.409502233327054,25-40k,4.219401620284855,up_25k,11.302082491898995,50-100k,3.875147324039458,up_25k
9527,FIXED / LAND PHONE,0,2,0,0,Medium,CA,Right,90.182,None,Low,3.0,0.0,1.0,0.0,Urban,276276.02359500004,52773.636510000004,6891.1974,50296.262696,18949.120962,51001.27632,7,0.8450980400142568,>25yrs,68.0,65-75yrs,31.0,1.4913616938342726,30-40yrs,4.512857509179523,up_100m2,5.441343196634902,250-500k,3.838294690562322,5-7.5k,4.722417021442835,40-60k,4.701535715656218,50-100k,10.839625544435897,50-100k,4.277589068119,up_25k
9528,MOBILE PHONE,1,6,0,1,High,PO,Right,57.09740000000001,None,Low,3.0,1.0,1.0,1.0,Rustic,84154.863195,22752.41031,2856.2994,14708.489096,6645.750762,0.0,9,0.9542425094393249,up_10yrs,47.0,40-55yrs,90.0,1.954242509439325,>60yrs,4.062120912426242,up_100m2,4.925079218324026,up_100k,3.455803728647844,2.5-5k,4.357027411053984,up_25k,4.167568062872257,up_25k,0.0,up_25k,3.8225440497447103,up_25k
9529,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,123.012,One,Low,3.0,2.0,1.0,0.0,Urban,303237.936495,82915.99911,594.1134000000002,53098.57789600001,24265.082562,74099.58732,7,0.8450980400142568,up_10yrs,36.0,up_40yrs,47.0,1.6720978579357175,40-50yrs,4.820378335116265,100-200m2,5.481783532645405,250-500k,2.7738693478327185,up_2.5k,4.918638338207523,80-100k,4.725082889816114,50-100k,11.213178737298652,50-100k,4.3849817733418055,up_25k
9530,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,57.24480000000001,None,Low,2.0,0.0,0.0,0.0,Urban,214955.703495,22737.49191,5902.2414,25512.158696,24743.232762,85869.61632,8,0.9030899869919435,up_10yrs,58.0,55-65yrs,40.0,1.6020599913279623,30-40yrs,4.064654818074706,up_100m2,5.332348972893566,100-250k,3.771016968048381,5-7.5k,4.356742557549584,up_25k,4.406747207731561,25-50k,11.360596981001901,50-100k,4.393456440603444,up_25k
9531,MOBILE PHONE,0,2,0,0,Medium,BA,Right,65.66000000000001,None,Low,1.0,0.0,1.0,1.0,Urban,103153.802895,41294.99871,5240.3454,26540.421096,12076.077762,0.0,7,0.8450980400142568,up_10yrs,53.0,40-55yrs,11.0,1.0413926851582251,10-20yrs,4.199605072879594,up_100m2,5.013485243417941,100-250k,3.71935991300861,5-7.5k,4.615897456882238,40-60k,4.423907809192258,25-50k,0.0,up_25k,4.081925900930951,up_25k
